chrom	bwig	pos	mean	median	mad	std	min	max	sum	len	ci_low	ci_high	color_palette
chr1	H3K36me3	1180.9045226130656	6.608158258777242	0.0	7.86138590780075	11.963467722806193	0.0	65.18416628457894	515.4363441846249	78.0	3.9531501475295765	9.263166370024907	#00bb00
chr1	H3K36me3	1231.1557788944729	6.793323849719998	0.0	8.197175957201349	12.130000163035925	0.0	64.03790310255236	529.8792602781599	78.0	4.101357810399945	9.485289889040052	#00bb00
chr1	H3K36me3	1281.40703517588	6.714946880008777	0.0	8.298312393117177	12.172146778465464	0.0	66.6360996484793	523.7658566406847	78.0	4.0136273983240365	9.416266361693518	#00bb00
chr1	H3K36me3	1331.6582914572864	6.625793076962266	0.0	7.972821881402988	11.321908078119337	0.0	64.80207855723675	516.8118600030567	78.0	4.113163923050328	9.138422230874204	#00bb00
chr1	H3K36me3	1381.9095477386936	7.27926106192956	0.0	8.925328150806937	12.795967386789318	0.0	64.80207855723675	567.7823628305057	78.0	4.439499381591503	10.119022742267617	#00bb00
chr1	H3K36me3	1432.1608040201008	8.027761122671714	0.0	9.94754470577135	14.414098294565752	0.0	77.33455601406082	626.1653675683938	78.0	4.828893639171156	11.226628606172273	#00bb00
chr1	H3K36me3	-4396.984924623115	2.3640453489146753	0.0	3.3258212022363978	4.800736183201317	0.0	25.981965459269453	184.3955372153447	78.0	1.2986357367784118	3.429454961050939	#00bb00
chr1	H3K36me3	1482.412060301508	8.648898607633129	0.0	10.73543421795811	15.01586141150212	0.0	67.55311019410057	674.6140913953841	78.0	5.316484062901315	11.981313152364942	#00bb00
chr1	H3K36me3	1532.6633165829153	8.954568789506892	0.0	10.99015936951958	15.546112996170768	0.0	79.09215955983494	698.4563655815375	78.0	5.504477473213817	12.404660105799966	#00bb00
chr1	H3K36me3	1582.9145728643216	8.656736304604257	0.0	10.628369267666697	14.587088950139487	0.0	68.01161546691121	675.2254317591321	78.0	5.419477645203857	11.893994964004657	#00bb00
chr1	H3K36me3	1633.1658291457288	8.43336194092728	0.0	9.986532224037958	13.640422610794849	0.0	62.28029955677825	657.8022313923278	78.0	5.406193438314264	11.460530443540296	#00bb00
chr1	H3K36me3	1683.417085427136	8.026781410550326	0.0	9.601254152095336	13.126429707285055	0.0	71.52682255845943	626.0889500229254	78.0	5.113681450567367	10.939881370533286	#00bb00
chr1	H3K36me3	1733.6683417085433	7.946445016596322	0.0	9.488084841662946	13.95588305765268	0.0	82.98945437872536	619.8227112945132	78.0	4.849267544628315	11.04362248856433	#00bb00
chr1	H3K36me3	1783.9195979899505	7.621180592294761	0.0	9.065728434049248	13.82841807007009	0.0	82.83661928778848	594.4520861989913	78.0	4.552290953233824	10.690070231355698	#00bb00
chr1	H3K36me3	1834.1708542713568	7.085278061894291	0.0	9.064698480280608	13.334561802849903	0.0	77.79306128687146	552.6516888277547	78.0	4.125988116303546	10.044568007485037	#00bb00
chr1	H3K36me3	1884.422110552764	6.992205410362219	0.0	9.029026910732549	13.219077951828849	0.0	73.51367874063885	545.3920220082531	78.0	4.058544368387313	9.925866452337125	#00bb00
chr1	H3K36me3	1934.6733668341712	7.521249955912956	0.0	9.74331240969692	14.578885722184884	0.0	88.18584747057925	586.6574965612106	78.0	4.285811808529851	10.75668810329606	#00bb00
chr1	H3K36me3	-4346.733668341709	2.587419712591653	0.0	3.7558645818794663	5.083767657712498	0.0	22.161088185847472	201.8187375821489	78.0	1.4591979729036875	3.7156414522796184	#00bb00
chr1	H3K36me3	1984.9246231155785	7.788711365052493	0.0	9.998188286200135	15.254874165840235	0.0	91.70105456212747	607.5194864740945	78.0	4.4032536044101604	11.174169125694826	#00bb00
chr1	H3K36me3	2035.1758793969857	7.803994874146179	0.0	9.924031614857983	15.40078527880832	0.0	100.0	608.711600183402	78.0	4.386155600264759	11.221834148027598	#00bb00
chr1	H3K36me3	2085.427135678392	7.471872464994888	0.0	9.32524663875844	14.449340497749514	0.0	100.0	582.8060522696013	78.0	4.265183809783993	10.678561120205783	#00bb00
chr1	H3K36me3	2135.6783919597992	7.002002531576123	0.0	8.69185521603255	13.662039832458804	0.0	94.91059147180194	546.1561974629376	78.0	3.970036598971213	10.033968464181033	#00bb00
chr1	H3K36me3	2185.9296482412065	6.662042425453707	0.0	8.402815019398801	13.15326416521467	0.0	87.72734219776862	519.6393091853892	78.0	3.742987193545014	9.5810976573624	#00bb00
chr1	H3K36me3	2236.1809045226137	6.887376213373462	0.0	8.437632480943597	12.549563291673822	0.0	65.8719241937949	537.21534464313	78.0	4.102298081847022	9.6724543448999	#00bb00
chr1	H3K36me3	2286.432160804021	7.163655031605513	0.0	9.125340148512297	12.537646955583938	0.0	53.72153446431302	558.76509246523	78.0	4.381221448441475	9.94608861476955	#00bb00
chr1	H3K36me3	2336.683417085427	6.8041006830552915	0.0	8.617698544690398	11.796066742857619	0.0	51.734678282133586	530.7198532783127	78.0	4.1862432516850845	9.421958114425498	#00bb00
chr1	H3K36me3	2386.9346733668344	6.961834334599122	0.0	8.745965470121643	11.437221052338831	0.0	47.68454837230629	543.0230780987315	78.0	4.423614199127447	9.500054470070797	#00bb00
chr1	H3K36me3	2437.1859296482417	6.7913644254772185	0.0	8.335541453730006	10.833674415367186	0.0	40.04279382546233	529.7264251872231	78.0	4.38708716123687	9.195641689717567	#00bb00
chr1	H3K36me3	-4296.482412060302	2.6442430156322874	0.0	3.615815990167912	5.0311574562732995	0.0	20.78557236741556	206.25095521931843	78.0	1.5276968632231815	3.760789168041393	#00bb00
chr1	H3K36me3	2487.437185929649	6.906970455801267	0.0	8.399298104091246	10.773393818741955	0.0	43.55800091701055	538.7436955524988	78.0	4.516071041252922	9.297869870349611	#00bb00
chr1	H3K36me3	2537.688442211056	7.604525486231128	0.0	9.300733739064782	11.587833514814177	0.0	45.850527281063734	593.152987926028	78.0	5.03288048442536	10.176170488036895	#00bb00
chr1	H3K36me3	2587.9396984924624	7.759320001410788	0.0	9.46221039332879	12.10658863581467	0.0	49.97707473635947	605.2269601100414	78.0	5.072549595673683	10.446090407147892	#00bb00
chr1	H3K36me3	2638.1909547738696	8.079685865105395	0.0	10.056669563600044	13.344776940626035	0.0	56.548983646645276	630.2154974782208	78.0	5.11812891179736	11.04124281841343	#00bb00
chr1	H3K36me3	2688.442211055277	9.491451032028747	0.0	11.986350751208086	15.751556965910751	0.0	61.13403637475165	740.3331804982423	78.0	5.995766295942617	12.987135768114879	#00bb00
chr1	H3K36me3	2738.693467336684	9.473816213843724	0.0	12.116275650998608	15.866262475118637	0.0	66.02475928473179	738.9576646798105	78.0	5.952675308659468	12.99495711902798	#00bb00
chr1	H3K36me3	2788.9447236180913	9.369966728976358	0.0	11.738910638497984	15.39129571943862	0.0	62.9680574659942	730.857404860156	78.0	5.954233437882077	12.785700020070639	#00bb00
chr1	H3K36me3	2839.1959798994976	9.22790847137477	0.0	11.380511847834534	14.945911169413723	0.0	69.53996637627999	719.776860767232	78.0	5.911017724962267	12.544799217787272	#00bb00
chr1	H3K36me3	2889.447236180905	7.659389365028981	0.0	9.603590388692497	12.428914451771648	0.0	62.662387284120435	597.4323704722606	78.0	4.9010863839835555	10.417692346074407	#00bb00
chr1	H3K36me3	2939.698492462312	7.215579774039195	0.0	9.022018200941066	12.288989738027057	0.0	64.64924346629988	562.8152223750573	78.0	4.488329766810692	9.9428297812677	#00bb00
chr1	H3K36me3	-4246.231155778894	2.5423529550077015	0.0	3.5285462488933015	5.337258394771144	0.0	31.942534005807733	198.3035304906007	78.0	1.3578749542915172	3.726830955723886	#00bb00
chr1	H3K36me3	2989.9497487437193	7.799488198387785	0.0	9.882532014228834	13.821904817915549	0.0	53.95078710071832	608.3600794742472	78.0	4.732044021269955	10.866932375505614	#00bb00
chr1	H3K36me3	3040.2010050251265	8.274648577262061	0.0	10.432979501508404	14.708605305064909	0.0	68.3937031942534	645.4225890264407	78.0	5.010422242982479	11.538874911541644	#00bb00
chr1	H3K36me3	3090.452261306533	8.960447062235236	0.0	11.372699271687036	15.980366972815593	0.0	82.60736665138317	698.9148708543484	78.0	5.413983368212945	12.506910756257527	#00bb00
chr1	H3K36me3	3140.70351758794	9.059397986495648	0.0	11.365288628717545	15.83624807253425	0.0	81.76677365123032	706.6330429466606	78.0	5.5449180665844064	12.57387790640689	#00bb00
chr1	H3K36me3	3190.9547738693473	9.058418274374262	0.0	11.515686999762762	16.171791675727565	0.0	69.76921901268533	706.5566254011924	78.0	5.469472404556436	12.647364144192087	#00bb00
chr1	H3K36me3	3241.2060301507536	9.025108062246991	0.0	11.779757097712869	17.08918060055364	0.0	72.59666819501759	703.9584288552653	78.0	5.232569463881168	12.817646660612814	#00bb00
chr1	H3K36me3	3291.4572864321617	9.095647334987085	0.0	11.865318622980956	18.438385256491966	0.0	90.93687910744308	709.4604921289927	78.0	5.003684741150396	13.187609928823774	#00bb00
chr1	H3K36me3	3341.708542713568	9.184409253185045	0.0	11.979271703110454	19.194946298472114	0.0	100.0	716.3839217484335	78.0	4.924545867566882	13.44427263880321	#00bb00
chr1	H3K36me3	3391.959798994976	8.945359495565825	0.0	11.77696366212573	19.00059594960594	0.0	100.0	697.7380406541344	78.0	4.728627563521096	13.162091427610553	#00bb00
chr1	H3K36me3	3442.2110552763825	9.414641601711752	0.0	12.444303365898966	19.51646779193757	0.0	100.0	734.3420449335167	78.0	5.083424141098766	13.745859062324737	#00bb00
chr1	H3K36me3	-4195.979899497487	2.413030954984188	0.0	3.581073891093996	6.2442518257494495	0.0	44.16934128075807	188.21641448876667	78.0	1.0272672591927217	3.7987946507756547	#00bb00
chr1	H3K36me3	3492.462311557789	9.305893556237434	0.0	12.060813896598473	17.959589984061534	0.0	100.0	725.8596973865199	78.0	5.320188225042623	13.291598887432245	#00bb00
chr1	H3K36me3	3542.713567839197	9.99659060181756	0.0	12.828049067600439	18.019410466546983	0.0	100.0	779.7340669417697	78.0	5.997609532358764	13.995571671276357	#00bb00
chr1	H3K36me3	3592.964824120603	10.435501632200396	0.0	13.274596828365388	18.24814518963527	0.0	100.0	813.9691273116308	78.0	6.385758312264197	14.485244952136593	#00bb00
chr1	H3K36me3	3643.2160804020114	9.91429478362078	0.0	12.581221902986798	17.500663675515842	0.0	100.0	773.3149931224209	78.0	6.030437269454053	13.798152297787508	#00bb00
chr1	H3K36me3	3693.4673366834177	9.085458328924629	0.0	11.36285190882588	16.615399079834592	0.0	100.0	708.6657496561211	78.0	5.398064309840812	12.772852348008445	#00bb00
chr1	H3K36me3	3743.718592964824	8.108097516625715	0.0	10.392283767235273	13.537630773440858	0.0	59.14718019257222	632.4316062968057	78.0	5.103741226012455	11.112453807238975	#00bb00
chr1	H3K36me3	3793.969849246232	7.303753864964319	0.0	9.44472630008552	12.25035197012906	0.0	51.199755463854515	569.6928014672169	78.0	4.585078594555152	10.022429135373486	#00bb00
chr1	H3K36me3	3844.2211055276384	7.135243380085196	0.0	8.932437343892923	11.906719665820479	0.0	50.282744918233234	556.5489836466453	78.0	4.492829155082353	9.77765760508804	#00bb00
chr1	H3K36me3	3894.4723618090466	7.596687789260002	0.0	9.30515500402285	13.191468960328272	0.0	63.80865046614703	592.5416475622802	78.0	4.669153908579448	10.524221669940557	#00bb00
chr1	H3K36me3	3944.723618090453	7.893540562041251	0.0	9.519887804372692	13.075514886669017	0.0	58.45942228335627	615.6961638392175	78.0	4.991739939746195	10.795341184336307	#00bb00
chr1	H3K36me3	-4145.72864321608	2.5423529550077006	0.0	3.66977551931525	6.646480190103962	0.0	47.837383463243164	198.30353049060065	78.0	1.0673242070859628	4.0173817029294385	#00bb00
chr1	H3K36me3	3994.974874371859	8.176677365123032	0.0	9.797121213902509	13.942086911391645	0.0	71.22115237658568	637.7808344795965	78.0	5.082561620830955	11.27079310941511	#00bb00
chr1	H3K36me3	4045.2261306532673	8.160022259059398	0.0	10.04275262731158	14.586786100368425	0.0	81.15543328748281	636.481736206633	78.0	4.922830809987749	11.397213708131046	#00bb00
chr1	H3K36me3	4095.4773869346736	7.371354001340246	0.0	9.266870868817756	14.335423306568073	0.0	89.40852819807428	574.9656121045392	78.0	4.189946566725677	10.552761435954816	#00bb00
chr1	H3K36me3	4145.728643216082	6.846228304275074	0.0	8.787264104161787	14.57257388525843	0.0	91.24254928931683	534.0058077334558	78.0	3.612190919499006	10.080265689051142	#00bb00
chr1	H3K36me3	4195.979899497488	6.387723031464435	0.0	8.1006617528326	12.753288245721	0.0	70.15130674002752	498.2423964542259	78.0	3.5574329749350375	9.218013087993832	#00bb00
chr1	H3K36me3	4246.231155778894	6.297589516296532	0.0	8.23229486862965	13.339506332425024	0.0	69.53996637627999	491.2119822711295	78.0	3.337202249558405	9.257976783034659	#00bb00
chr1	H3K36me3	4296.4824120603025	6.72082515273712	0.0	8.61388017949934	13.472378547320101	0.0	66.02475928473179	524.2243619134954	78.0	3.7309500471482755	9.710700258325964	#00bb00
chr1	H3K36me3	4346.733668341709	7.4516903952942455	0.0	8.969591042034876	13.972638960984689	0.0	69.84563655815377	581.2318508329512	78.0	4.350794347718519	10.552586442869972	#00bb00
chr1	H3K36me3	4396.984924623117	7.3409829255771495	0.0	8.798593595616838	13.703544785600794	0.0	69.53996637627999	572.5966681950176	78.0	4.299805952344038	10.382159898810261	#00bb00
chr1	H3K36me3	4447.236180904523	7.386049683161102	0.0	8.98004130466304	12.795216975180937	0.0	62.05104692037292	576.1118752865659	78.0	4.546454538893788	10.225644827428415	#00bb00
chr1	H3K36me3	-4095.477386934673	2.4845499398456767	0.0	3.5322892516134865	6.24242031313801	0.0	44.16934128075807	193.79489530796278	78.0	1.0991927048690753	3.869907174822278	#00bb00
chr1	H3K36me3	4497.48743718593	8.199210743915009	0.0	10.142984713576892	14.457661773145329	0.0	60.67553110194102	639.5384380253706	78.0	4.990675378855121	11.407746108974896	#00bb00
chr1	H3K36me3	4547.738693467338	8.285425410597352	0.0	10.518113972774858	15.269735418987135	0.0	74.12501910438637	646.2631820265934	78.0	4.896669547050197	11.674181274144505	#00bb00
chr1	H3K36me3	4597.989949748744	8.769403198564133	0.0	11.364409399890652	16.700660578677518	0.0	94.75775638086506	684.0134494880024	78.0	5.063087410621145	12.47571898650712	#00bb00
chr1	H3K36me3	4648.24120603015	8.789977153113329	0.0	11.571354744916626	17.530172446527768	0.0	96.89744765398136	685.6182179428397	78.0	4.899570866616965	12.680383439609692	#00bb00
chr1	H3K36me3	4698.4924623115585	8.739032122801035	0.0	11.826733037892351	17.47828910551816	0.0	84.82347546996792	681.6445055784807	78.0	4.8601401141387255	12.617924131463344	#00bb00
chr1	H3K36me3	4748.743718592965	7.8275079650595485	0.0	10.561266523598553	16.780438289253663	0.0	100.0	610.5456212746448	78.0	4.103487405090248	11.55152852502885	#00bb00
chr1	H3K36me3	4798.994974874373	7.47677102560184	0.0	10.049766361267787	16.751604531529363	0.0	100.0	583.1881399969435	78.0	3.759149434761685	11.194392616441995	#00bb00
chr1	H3K36me3	4849.246231155779	7.278281349808173	0.0	9.704802187079194	16.757378066204595	0.0	97.20311783585512	567.7059452850375	78.0	3.5593784597871725	10.997184239829174	#00bb00
chr1	H3K36me3	4899.497487437186	6.340696849637703	0.0	8.407035317767868	14.638335086005162	0.0	85.12914565184168	494.5743542717408	78.0	3.0920653249823493	9.589328374293057	#00bb00
chr1	H3K36me3	4949.748743718594	5.991919334422775	0.0	7.934462383727011	12.680477603190093	0.0	60.369860920067254	467.3697080849764	78.0	3.177787874295673	8.806050794549877	#00bb00
chr1	H3K36me3	-4949.748743718593	2.2229668034344794	0.0	3.5556767384087253	6.156979834629742	0.0	36.52758673391411	173.3914106678894	78.0	0.8565710576117203	3.5893625492572383	#00bb00
chr1	H3K36me3	-4045.2261306532664	2.530596409551018	0.0	3.7345118817978844	7.187808604940182	0.0	46.232615008405936	197.3865199449794	78.0	0.935432650147686	4.125760168954351	#00bb00
chr1	H3K36me3	5000.0	5.810038571266219	0.0	7.319569603923992	11.270627902186346	0.0	57.163319578175155	453.18300855876504	78.0	3.3087898369953814	8.311287305537057	#00bb00
chr1	H3K36me3	-3994.974874371859	2.8862319096156797	0.0	3.9978283550392315	7.851688049481338	0.0	56.548983646645276	225.12608895002302	78.0	1.1437358423074016	4.628727976923958	#00bb00
chr1	H3K36me3	-3944.723618090452	2.994000242968607	0.0	4.127703013182503	7.831259922091097	0.0	55.020632737276486	233.53201895155132	78.0	1.2560377143612604	4.731962771575953	#00bb00
chr1	H3K36me3	-3894.472361809045	3.1292005157204614	0.0	4.3327391756129465	7.416178100184271	0.0	45.08635182637934	244.077640226196	78.0	1.4833555595033705	4.775045471937553	#00bb00
chr1	H3K36me3	-3844.2211055276384	3.3075081218134867	0.0	4.597814106508073	6.9629380503929	0.0	34.005807733455605	257.98563350145196	78.0	1.762249052265727	4.852767191361247	#00bb00
chr1	H3K36me3	-3793.969849246231	3.47209975820705	0.0	4.873891958151121	7.9778798570195635	0.0	48.90722909980133	270.8237811401499	78.0	1.7015984101265176	5.242601106287583	#00bb00
chr1	H3K36me3	-3743.718592964824	3.304568985449317	0.0	4.707793072340033	8.581288431440221	0.0	62.28029955677825	257.7563808650467	78.0	1.4001554058483858	5.208982565050248	#00bb00
chr1	H3K36me3	-3693.4673366834168	3.0194727581247536	0.0	4.32394688734406	9.508427688021852	0.0	75.65337001375518	235.51887513373077	78.0	0.9093025949382927	5.1296429213112145	#00bb00
chr1	H3K36me3	-3643.21608040201	2.855860833852581	0.0	4.116624729963708	10.057955707855402	0.0	84.82347546996792	222.7571450405013	78.0	0.6237359511967293	5.087985716508433	#00bb00
chr1	H3K36me3	-3592.964824120603	2.2680335610184303	0.0	3.302433715441157	7.286153031726529	0.0	59.98777319272506	176.90661775943758	78.0	0.6510445869813843	3.8850225350554766	#00bb00
chr1	H3K36me3	-4899.497487437186	2.0211461064280876	0.0	3.2050654030691423	5.98229443270254	0.0	44.245758826226506	157.64939630139082	78.0	0.6935176452906162	3.3487745675655587	#00bb00
chr1	H3K36me3	-3542.713567839196	1.9604039549018928	0.0	2.9513450844526927	6.11276877968446	0.0	48.90722909980133	152.91150848234764	78.0	0.6038198048644239	3.3169881049393615	#00bb00
chr1	H3K36me3	-3492.462311557789	1.7938528942655496	0.0	2.7939128827923665	5.051547161442818	0.0	36.68042182485099	139.92052575271288	78.0	0.6727817300567447	2.9149240584743543	#00bb00
chr1	H3K36me3	-3442.2110552763816	1.5205132123976692	0.0	2.243641241278176	3.8047975352712413	0.0	27.510316368638243	118.60003056701821	78.0	0.6761285781211817	2.3648978466741566	#00bb00
chr1	H3K36me3	-3391.959798994975	1.4235217123800346	0.0	2.0660872598939113	3.1164848033222667	0.0	19.486474094452085	111.0346935656427	78.0	0.7318917750477962	2.115151649712273	#00bb00
chr1	H3K36me3	-3341.708542713568	1.6870642730340124	0.0	2.4168744409988734	3.412272401859244	0.0	13.755158184319122	131.59101329665296	78.0	0.9297912887593667	2.444337257308658	#00bb00
chr1	H3K36me3	-3291.457286432161	1.8242239700286473	0.0	2.510173179943575	3.340815744458043	0.0	16.811860003056704	142.2894696622345	78.0	1.082809097247977	2.5656388428093178	#00bb00
chr1	H3K36me3	-3241.2060301507536	2.044659197341454	0.0	2.6737851042157468	3.4646431381874856	0.0	15.665596821030109	159.4834173926334	78.0	1.2757637693936892	2.813554625289219	#00bb00
chr1	H3K36me3	-3190.9547738693464	2.277830682232333	0.0	2.947350873496255	4.173913583563116	0.0	24.83570227724286	177.67079321412197	78.0	1.3515294895704866	3.2041318748941796	#00bb00
chr1	H3K36me3	-3140.7035175879396	2.2944857882959675	0.0	3.1613551699609608	5.491411493942329	0.0	41.64756228029956	178.96989148708548	78.0	1.0757971608487689	3.5131744157431664	#00bb00
chr1	H3K36me3	-3090.452261306533	2.8636985308237035	0.0	3.969969361638673	7.424015702411112	0.0	55.78480819196088	223.36848540424887	78.0	1.216114204553787	4.5112828570936205	#00bb00
chr1	H3K36me3	-4849.246231155779	2.2033725610066743	0.0	3.502797404677277	5.573515298044965	0.0	36.14549900657192	171.8630597585206	78.0	0.9664629402064167	3.440282181806932	#00bb00
chr1	H3K36me3	-3040.2010050251256	3.2506848187728528	0.0	4.619719464709415	8.82303868064457	0.0	64.95491364817363	253.55341586428253	78.0	1.2926205011580496	5.208749136387656	#00bb00
chr1	H3K36me3	-2989.9497487437184	3.418215591530585	0.0	4.797424171035429	8.615383006512877	0.0	61.51612410209385	266.6208161393856	78.0	1.5062355290782912	5.330195653982878	#00bb00
chr1	H3K36me3	-2939.6984924623116	3.6954741218840255	0.0	5.088825725089966	8.417875620842361	0.0	58.07733455601406	288.246981506954	78.0	1.82732614249799	5.563622101270061	#00bb00
chr1	H3K36me3	-2889.4472361809044	3.6141580158086364	0.0	4.964226439908026	8.123446902594804	0.0	54.25645728259209	281.9043252330736	78.0	1.8113515120920112	5.416964519525262	#00bb00
chr1	H3K36me3	-2839.195979899497	3.4779780309353896	0.0	4.62459290449274	7.1142683688595705	0.0	42.02965000764176	271.2822864129604	78.0	1.8991347839303885	5.056821277940391	#00bb00
chr1	H3K36me3	-2788.9447236180904	3.509328818819878	0.0	4.6198701896511665	7.003857029926259	0.0	46.232615008405936	273.7276478679505	78.0	1.9549887515980124	5.063668886041744	#00bb00
chr1	H3K36me3	-2738.693467336683	3.4701403339642685	0.0	4.556314505878926	7.051121664540906	0.0	48.90722909980133	270.67094604921294	78.0	1.9053110013233283	5.034969666605209	#00bb00
chr1	H3K36me3	-2688.4422110552764	3.028290167217265	0.0	3.9448987796605333	6.109160854650033	0.0	43.17591318966836	236.2066330429467	78.0	1.672506710628646	4.384073623805884	#00bb00
chr1	H3K36me3	-2638.190954773869	2.799037530811947	0.0	3.723483840226338	5.9966464782439495	0.0	43.55800091701055	218.32492740333188	78.0	1.468223973328807	4.129851088295087	#00bb00
chr1	H3K36me3	-2587.9396984924624	2.561947197435506	0.0	3.526787791239526	5.204803371449103	0.0	34.3878954607978	199.8318813999695	78.0	1.4068644497883902	3.717029945082622	#00bb00
chr1	H3K36me3	-4798.994974874372	2.2670538488970404	0.0	3.5530892935753102	5.456757678533147	0.0	25.37062509552193	176.83020021396916	78.0	1.0560558144391692	3.4780518833549117	#00bb00
chr1	H3K36me3	-2537.688442211055	2.3434713943654804	0.0	3.074989778336867	4.3426551506520905	0.0	21.01482500382088	182.79076876050746	78.0	1.3797220102840324	3.3072207784469283	#00bb00
